,chunk_id,content,section_str,section_summary,generated_query
54,54,"The undertaker closed his eyes for a moment and then began to speak. His voice was quiet, the voice he used to console the bereaved. “I raised my daughter in the American fashion. I believe in America. America has made my fortune. I gave my daughter her freedom and yet taught her never to dishonor her family. She found a ‘boy friend,’ not an Italian. She went to the movies with him. She stayed out late. But he never came to meet her parents. I accepted all this without a protest, the fault is mine. Two months ago he took her for a drive. He had a masculine friend with him. They made her drink whiskey and then they tried to take advantage of her. She resisted. She kept her honor. They beat her. Like an animal. When I went to the hospital she had two black eyes. Her nose was broken. Her jaw was shattered. They had to wire it together. She wept through her pain. ‘Father, Father, why did they do it? Why did they do this to me?’ And I wept.” Bonasera could not speak further, he was weeping now though his voice had not betrayed his emotion.",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","Who did the undertaker's daughter have a relationship with, and what injuries did she suffer during the attack?"
55,55,"Don Corleone, as if against his will, made a gesture of sympathy and Bonasera went on, his voice human with suffering. “Why did I weep? She was the light of my life, an affectionate daughter. A beautiful girl. She trusted people and now she will never trust them again. She will never be beautiful again.” He was trembling, his sallow face flushed an ugly dark red. “I went to the police like a good American. The two boys were arrested. They were brought to trial. The evidence was overwhelming and they pleaded guilty. The judge sentenced them to three years in prison and suspended the sentence. They went free that very day. I stood in the courtroom like a fool and those bastards smiled at me. And then I said to my wife: ‘We must go to Don Corleone for justice.’ ” The Don had bowed his head to show respect for the man’s grief. But when he spoke, the words were cold with offended dignity. “Why did you go to the police? Why didn’t you come to me at the beginning of this affair?”",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.",Why did Bonasera go to the police instead of approaching Don Corleone initially?
56,56,"Bonasera muttered almost inaudibly, “What do you want of me? Tell me what you wish. But do what I beg you to do.” There was something almost insolent in his words. Don Corleone said gravely, “And what is that?” Bonasera glanced at Hagen and Sonny Corleone and shook his head. The Don, still sitting at Hagen’s desk, inclined his body toward the undertaker. Bonasera hesitated, then bent down and put his lips so close to the Don’s hairy ear that they touched. Don Corleone listened like a priest in the confessional, gazing away into the distance, impassive, remote. They stood so for a long moment until Bonasera finished whispering and straightened to his full height. The Don looked up gravely at Bonasera. Bonasera, his face flushed, returned the stare unflinchingly. Finally the Don spoke. “That I cannot do. You are being carried away.” Bonasera said loudly, clearly, “I will pay you anything you ask.” On hearing this, Hagen flinched, a nervous flick of his head. Sonny Corleone folded his arms, smiled sardonically as he turned from the window to watch the scene in the room for the first time.",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","What does Bonasera ask Don Corleone to do, and what is Don Corleone's response?"
57,57,"Don Corleone rose from behind the desk. His face was still impassive but his voice rang like cold death. “We have known each other many years, you and I,” he said to the undertaker, “but until this day you never came to me for counsel or help. I can’t remember the last time you invited me to your house for coffee though my wife is godmother to your only child. Let us be frank. You spurned my friendship. You feared to be in my debt.” Bonasera murmured, “I didn’t want to get into trouble.”",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","Why did Don Corleone believe the undertaker spurned his friendship, according to the passage?"
58,58,"The Don held up his hand. “No. Don’t speak. You found America a paradise. You had a good trade, you made a good living, you thought the world a harmless place where you could take your pleasure as you willed. You never armed yourself with true friends. After all, the police guarded you, there were courts of law, you and yours could come to no harm. You did not need Don Corleone. Very well. My feelings were wounded but I am not that sort of person why thrusts his friendship on those who do not value it– on those who think me of little account.” The Don paused and gave the undertaker a polite, ironic smile. “Now you come to me and say, ‘Don Corleone give me justice.’ And you do not ask with respect. You do not offer me your friendship. You come into my home on the bridal day of my daughter and you ask me to do murder and you say”–here the Don’s voice became a scornful mimicry–” ‘I will pay you anything.’ No, no, I am not offended, but what have I ever done to make you treat me so disrespectfully?”",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.",What does the Don refuse to accept when the undertaker asks for justice?
59,59,"Bonasera cried out in his anguish and his fear, “America has been good to me. I wanted to be a good citizen. I wanted my child to be American.” The Don clapped his hands together with decisive approval. “Well spoken. Very fine. Then you have nothing to complain about. The judge has ruled. America has ruled. Bring your daughter flowers and a box of candy when you go visit her in the hospital. That will comfort her. Be content. After all, this is not a serious affair, the boys were young, high-spirited, and one of them is the son of a powerful politician. No, my dear Amerigo, you have always been honest. I must admit, though you spurned my friendship, that I would trust the given word of Amerigo Bonasera more than I would any other man’s. So give me your word that you will put aside this madness. It is not American. Forgive. Forget. Life is full of misfortunes.” The cruel and contemptuous irony with which all this was said, the controlled anger of the Don, reduced the poor undertaker to a quivering jelly but he spoke up bravely again. “I ask you for justice.”",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","What does the Don demand from Bonasera in exchange for forgiveness, and what does Bonasera ultimately request?"
60,60,"Don Corleone said curtly, “The court gave you justice.” Bonasera shook his head stubbornly. “No. They gave the youths justice. They did not give me justice.” The Don acknowledged this fine distinction with an approving nod, then asked, “What is your justice?” “An eye for an eye,” Bonasera said. “You asked for more,” the Don said. “Your daughter is alive.” Bonasera said reluctantly, “Let them suffer as she suffers.” The Don waited for him to speak further. Bonasera screwed up the last of his courage and said, “How much shall I pay you?” It was a despairing wail. Don Corleone turned his back. It was a dismissal. Bonasera did not budge.",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.",What did Bonasera propose to pay Don Corleone to secure his daughter's survival?
61,61,"Finally, sighing, a good-hearted man who cannot remain angry with an erring friend, Don Corleone turned back to the undertaker, who was now as pale as one of his corpses. Don Corleone was gentle, patient. “Why do you fear to give your first allegiance to me?” he said. “You go to the law courts and wait for months. You spend money on lawyers who know full well you are to be made a fool of. You accept judgment from a judge who sells himself like the worst whore in the streets. Years gone by, when you needed money, you went to the banks and paid ruinous interest, waited hat in hand like a beggar while they sniffed around, poked their noses up your very asshole to make sure you could pay them back.” The Don paused, his voice became sterner.",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","Who does Don Corleone criticize for charging ruinous interest and acting like a ""whore"" in the passage?"
62,62,"“But if you had come to me, my purse would have been yours. If you had come to me for justice those scum who ruined your daughter would be weeping bitter tears this day. If by some misfortune an honest man like yourself made enemies they would become my enemies”– the Don raised his arm, finger pointing at Bonasera– “and then, believe me, they would fear you.” Bonasera bowed his head and murmured in a strangled voice, “Be my friend. I accept.”",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","Who does Bonasera accept as a friend, and what promise does the Don make regarding enemies of an honest man like him?"
63,63,"Don Corleone put his hand on the man’s shoulder. “Good,” he said, “you shall have your justice. Some day, and that day may never come, I will call upon you to do me a service in return. Until that day, consider this justice a gift from my wife, your daughter’s godmother.” When the door closed behind the grateful undertaker, Don Corleone turned to Hagen and said, “Give this affair to Clemenza and tell him to be sure to use reliable people, people who will not be carried away by the smell of blood. After all, we’re not murderers, no matter what that corpse valet dreams up in his foolish head.” He noted that his firstborn, masculine son was gazing through the window at the garden party. It was hopeless, Don Corleone thought. If he refused to be instructed, Santino could never run the family business, could never become a Don. He would have to find somebody else. And soon. After all, he was not immortal.",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","Who is Don Corleone's firstborn son, and why is his involvement in the family business considered hopeless?"
64,64,"From the garden, startling all three men, there came a happy roaring shout. Sonny Corleone pressed close to the window. What he saw made him move quickly toward the door, a delighted smile on his face. “It’s Johnny, he came to the wedding, what did I tell you?” Hagen moved to the window. “It’s really your godson,” he said to Don Corleone. “Shall I bring him here?” “No,” the Don said. “Let the people enjoy him. Let him come to me when he is ready.” He smiled at Hagen. “You see? He is a good godson.” Hagen felt a twinge of jealousy. He said dryly, “It’s been two years. He’s probably in trouble again and wants you to help.” “And who should he come to if not his godfather?” asked Don Corleone.",1-1-6,"Amerigo Bonasera, disfavored by Don Corleone, seeks justice after his daughter’s assault; the Don rejects his plea, citing American law and social norms. Bonasera, desperate, offers payment, but the Don reveals his power—offering true justice through underworld means. The Don values loyalty, warns against courts, and offers protection. Sonny celebrates Johnny’s arrival, a godson, symbolizing the family’s future. Hagen senses rivalry. The Don’s control, cold logic, and moral ambiguity define power in *The Godfather*.","Who is the person Sonny Corleone sees at the wedding, and what does the Don say about his godson?"
65,65,"The first one to see Johnny Fontane enter the garden was Connie Corleone. She forgot her bridal dignity and screamed, “Johneee.” Then she ran into his arms. He hugged her tight and kissed her on the mouth, kept his arm around her as others came up to greet him. They were all his old friends, people he had grown up with on the West Side. Then Connie was dragging him to her new husband. Johnny saw with amusement that the blond young man looked a little sour at no longer being the star of the day. He turned on all his charm, shaking the groom’s hand, toasting him with a glass of wine.",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who was the first person to see Johnny Fontane enter the garden, and how did she react?"
66,66,"A familiar voice called from the bandstand, “How about giving us a song, Johnny?” He looked up and saw Nino Valenti smiling down at him. Johnny Fontane jumped up on the bandstand and threw his arms around Nino. They had been inseparable, singing together, going out with girls together, until Johnny had started to become famous and sing on the radio. When he had gone to Hollywood to make movies Johnny had phoned Nino a couple of times just to talk and had promised to get him a club singing date. But he had never done so. Seeing Nino now, his cheerful, mocking, drunken grin, all the affection returned.",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who did Johnny Fontane promise to get a club singing date for, and what changed when he became famous?"
67,67,"Nino began strumming on the mandolin. Johnny Fontane put his hand on Nino’s shoulder. “This is for the bride,” he said, and stamping his foot, chanted the words to an obscene Sicilian love song. As he sang, Nino made suggestive motions with his body. The bride blushed proudly, the throng of guests roared its approval. Before the song ended they were all stamping with their feet and roaring out the sly, double-meaning tag line that finished each stanza. At the end they would not stop applauding until Johnny cleared his throat to sing another song. They were all proud of him. He was of them and he had become a famous singer, a movie star who slept with the most desired women in the world. And yet he had shown proper respect for his Godfather by traveling three thousand miles to attend this wedding. He still loved old friends like Nino Valenti. Many of the people there had seen Johnny and Nino singing together when they were just boys, when no one dreamed that Johnny Fontane would grow up to hold the hearts of fifty million women in his hands.",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who sang an obscene Sicilian love song at the wedding, and what did Nino do during the performance?"
68,68,"Johnny Fontane reached down and lifted the bride up onto the bandstand so that Connie stood between him and Nino. Both men crouched down, facing each other, Nino plucking the mandolin for a few harsh chords. It was an old routine of theirs, a mock battle and wooing, using their voices like swords, each shouting a chorus in turn. With the most delicate courtesy, Johnny let Nino’s voice overwhelm his own, let Nino take the bride from his arm, let Nino swing into the last victorious stanza while his own voice died away. The whole wedding party broke into shouts of applause, the three of them embraced each other at the end. The guests begged for another song.",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who performed the mock battle and wooing at the wedding, and what instrument did Nino use?"
69,69,"Only Don Corleone, standing in the corner entrance of the house, sensed something amiss. Cheerily, with bluff good humor, careful not to give offense to his guests, he called out, “My godson has come three thousand miles to do us honor and no one thinks to wet his throat?” At once a dozen full wineglasses were thrust at Johnny Fontane. He took a sip from all and rushed to embrace his Godfather. As he did so he whispered something into the older man’s ear. Don Corleone led him into the house. Tom Hagen held out his hand when Johnny came into the room. Johnny shook it and said, “How are you, Tom?” But without his usual charm that consisted of a genuine warmth for people. Hagen was a little hurt by this coolness but shrugged it off. It was one of the penalties for being the Don’s hatchet man. Johnny Fontane said to the Don, “When I got the wedding invitation I said to myself, ‘My Godfather isn’t mad at me anymore.’ I called you five times after my divorce and Tom always told me you were out or busy so I knew you were sore.”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who did Johnny Fontane call five times after his divorce, and what did he believe each time Tom Hagen told him the Don was unavailable?"
70,70,"Don Corleone was filling glasses from the yellow bottle of Strega. “That’s all forgotten. Now. Can I do something for you still? You’re not too famous, too rich, that I can’t help you?” Johnny gulped down the yellow fiery liquid and held out his glass to be refilled. He tried to sound jaunty. “I’m not rich, Godfather. I’m going down. You were right. I should never have left my wife and kids for that tramp I married. I don’t blame you for getting sore at me.” The Don shrugged. “I worried about you, you’re my godson, that’s all.” Johnny paced up and down the room. “I was crazy about that bitch. The biggest star in Hollywood. She looks like an angel. And you know what she does after a picture? If the makeup man does a good job on her face, she lets him bang her. If the cameraman made her look extra good, she brings him into her dressing room and gives him a screw. Anybody. She uses her body like I use the loose change in my pocket for a tip. A whore made for the devil.” Don Corleone curtly broke in. “How is your family?”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.",What does Johnny claim Hollywood stars do with cameramen and makeup artists after a photo?
71,71,"Johnny sighed. “I took care of them. After the divorce I gave Ginny and the kids more than the courts said I should. I go see them once a week. I miss them. Sometimes I think I’m going crazy.” He took another drink. “Now my second wife laughs at me. She can’t understand my being jealous. She calls me an old-fashioned guinea, she makes fun of my singing. Before I left I gave her a nice beating but not in the face because she was making a picture. I gave her cramps, I punched her on the arms and legs like a kid and she kept laughing at me.” He lit a cigarette. “So, Godfather, right now, life doesn’t seem worth living.” Don Corleone said simply. “These are troubles I can’t help you with.” He paused, then asked, “What’s the matter with your voice?”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","What did Johnny do to his second wife after leaving, and why did he punch her on the arms and legs?"
72,72,"All the assured charm, the self-mockery, disappeared from Johnny Fontane’s face. He said almost brokenly, “Godfather, I can’t sing anymore, something happened to my throat, the doctors don’t know what.” Hagen and the Don looked at him with surprise, Johnny had always been so tough. Fontane went on. “My two pictures made a lot of money. I was a big star. Now they throw me out. The head of the studio always hated my guts and now he’s paying me off.” Don Corleone stood before his godson and asked grimly, “Why doesn’t this man like you?” “I used to sing those songs for the liberal organizations, you know, all that stuff you never liked me to do. Well, Jack Woltz didn’t like it either. He called me a Communist, but he couldn’t make it stick. Then I snatched a girl he had saved for himself. It was strictly a one-night stand and she came after me. What the hell could I do? Then my whore second wife throws me out. And Ginny and the kids won’t take me back unless I come crawling on my hands and knees, and I can’t sing anymore. Godfather, what the hell can I do?”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Why did Jack Woltz and Johnny Fontane's second wife reject him, and how did Fontane's political activism and personal life contribute to his downfall?"
73,73,"Don Corleone’s face had become cold without a hint of sympathy. He said contemptuously, “You can start by acting like a man.” Suddenly anger contorted his face. He shouted. “LIKE A MAN!” He reached over the desk and grabbed Johnny Fontane by the hair of his head in a gesture that was savagely affectionate. “By Christ in heaven, is it possible that you spent so much time in my presence and turned out no better than this? A Hollywood finocchio who weeps and begs for pity? Who cries out like a woman– ‘What shall I do? Oh, what shall I do?”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","What did Don Corleone shout at Johnny Fontane, and what specific action did he take toward him?"
74,74,"The mimicry of the Don was so extraordinary, so unexpected, that Hagen and Johnny were startled into laughter. Don Corleone was pleased. For a moment he reflected on how much he loved this godson. How would his own three sons have reacted to such a tongue-lashing? Santino would have sulked and behaved badly for weeks afterward. Fredo would have been cowed. Michael would have given him a cold smile and gone out of the house, not to be seen for months. But Johnny, ah, what a fine chap he was, smiling now, gathering strength, knowing already the true purpose of his Godfather. Don Corleone went on. “You took the woman of your boss, a man more powerful than yourself, then you complain he won’t help you. What nonsense. You left your family, your children without a father, to marry a whore and you weep because they don’t welcome you back with open arms. The whore, you don’t hit her in the face because she is making a picture, then you are amazed because she laughs at you. You lived like a fool and you have come to a fool’s end.”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.",What would Michael Corleone have done if he received a tongue-lashing from Don Corleone?
75,75,"Don Corleone paused to ask in a patient voice, “Are you willing to take my advice this time?” Johnny Fontane shrugged. “I can’t marry Ginny again, not the way she wants. I have to gamble, I have to drink, I have to go out with the boys. Beautiful broads run after me and I never could resist them. Then I used to feel like a heel when I went back to Ginny. Christ, I can’t go through all that crap again.” It was rare that Don Corleone showed exasperation. “I didn’t tell you to get married again. Do what you want. It’s good you wish to be a father to your children. A man who is not a father to his children can never be a real man. But then, you must make their mother accept you. Who says you can’t see them every day? Who says you can’t live in the same house? Who says you can’t live your life exactly as you want to live it?” Johnny Fontane laughed. “Godfather, not all women are like the old Italian wives. Ginny won’t stand for it.”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who does Johnny Fontane say won't accept him as a father, and what does Don Corleone insist is necessary for a man to be real?"
76,76,"Now the Don was mocking. “Because you acted like a finocchio. You gave her more than the court said. You didn’t hit the other in the face because she was making a picture. You let women dictate your actions and they are not competent in this world, though certainly they will be saints in heaven while we men burn in hell. And then I’ve watched you all these years.” The Don’s voice became earnest. “You’ve been a fine godson, you’ve given me all the respect. But what of your other old friends? One year you run around with this person, the next year with another person. That Italian boy who was so funny in the movies, he had some bad luck and you never saw him again because you were more famous. And how about your old, old comrade that you went to school with, who was your partner singing? Nino. He drinks too much out of disappointment but he never complains. He works hard driving the gravel truck and sings weekends for a few dollars. He never says anything against you. You couldn’t help him a bit? Why not? He sings well.”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who is Nino, and what does the Don say about his lack of support despite his singing and hard work?"
77,77,"Johnny Fontane said with patient weariness, “Godfather, he just hasn’t got enough talent. He’s OK, but he’s not big time.” Don Corleone lidded his eyes almost closed and then said, “And you, godson, you now, you just don’t have talent enough. Shall I get you a job on the gravel truck with Nino?” When Johnny didn’t answer, the Don went on. “Friendship is everything. Friendship is more than talent. It is more than government. It is almost the equal of family. Never forget that. If you had built up a wall of friendships you wouldn’t have to ask me to help. Now tell me, why can’t you sing? You sang well in the garden. As well as Nino.” Hagen and Johnny smiled at this delicate thrust. It was Johnny’s turn to be patronizingly patient. “My voice is weak. I sing one or two songs and then I can’t sing again for hours or days. I can’t make it through the rehearsals or the retakes. My voice is weak, it’s got some sort of sickness.”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.",Why does Johnny Fontane claim his voice is weak and unable to sustain singing during rehearsals or retakes?
78,78,"“So you have woman trouble. Your voice is sick. Now tell me the trouble you’re having with this Hollywood pezzonovante who won’t let you work.” The Don was getting down to business. “He’s bigger than one of your pezzonovantes,” Johnny said. “He owns the studio. He advises the President on movie propaganda for the war. Just a month ago he bought the movie rights to the biggest novel of the year. A best seller. And the main character is a guy just like me. I wouldn’t even have to act, just be myself. I wouldn’t even have to sing. I might even win the Academy Award. Everybody knows it’s perfect for me and I’d be big again. As an actor. But that bastard Jack Woltz is paying me off, he won’t give it to me. I offered to do it for nothing, for a minimum price and he still says no. He sent the word that if I come and kiss his ass in the studio commissary, maybe he’ll think about it.”",1-1-7,"Johnny Fontane, a once-famous singer, attends his godfather’s wedding, reuniting with old friends like Nino Valenti. Though celebrated, he confesses emotional and professional decline: voice failure, divorce, addiction, and exploitation by Hollywood powerbroker Jack Woltz. His godfather, Don Corleone, confronts him with moral rigor, demanding discipline, self-respect, and restored integrity. The Don refuses Sollozzo’s blackmail, asserts family loyalty, and appoints Hagen to handle the crisis—revealing a world where loyalty, power, and personal failure intersect in organized crime.","Who owns the studio, advises the President on war propaganda, bought the movie rights to a best-selling novel featuring a protagonist like Johnny, and refuses to give him the role despite his offer to act for nothing?"
